location,county,date,visitor,algaeobserved,algalid,cyanobacteriadominant,toxinpresent,mcvalue,mcqualifier,cylvalue,cylqualifier,anavalue,anaqualifier,saxvalue,saxqualifier,nodvalue,nodqualifier,othertoxins,comments,datetime,latitude,longitude,sampledepth,picurl
Palatka City Dock,Putnam,5/21/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,3.72,J (J qualifier indicates an estimated value),0.21,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.21;  Saxitoxin/Paralytic Shellfish Toxins: 0.90,,5/21/2019 14:23,29.64364444,-81.63076667,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/321/attachments/319?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
CM72 near Georgetown (20030373),Putnam,5/21/2019,SJRWMD,Yes,Co-dominant taxa were: Microcystis aeruginosa and Planktolyngbya limnetica,,,1.31,,0.61,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.61;  Saxitoxin/Paralytic Shellfish Toxins: 0.98,,5/21/2019 13:24,29.37866667,-81.62883333,0.3,
LEO,Volusia,5/21/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,3.84,J (J qualifier indicates an estimated value),0.67,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.67;  Saxitoxin/Paralytic Shellfish Toxins: 1.65,,5/21/2019 12:53,29.3095,-81.60697222,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/322/attachments/318?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
CRESCENT LAKE (Z3-LL-13012),Flagler,5/20/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,,,0.18,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.18;  Saxitoxin/Paralytic Shellfish Toxins: 0.09,,5/20/2019 12:46,29.42567061,-81.47757736,0.3,
Lake Ocklawaha (Z3-LL-13004),Marion,5/16/2019,DEP,Yes,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin/Paralytic Shellfish Toxins: not detected,,5/16/2019 15:45,29.51468714,-81.85283769,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/307/attachments/307?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJWSIL,StJohns,5/15/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,0.27,,0.38,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.38;  Saxitoxin/Paralytic Shellfish Toxins: 1.8,,5/15/2019 15:16,29.89413889,-81.59391667,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/306/attachments/306?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJP,Putnam,5/14/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.84,,0.29,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.29;  Saxitoxin/Paralytic Shellfish Toxins: 0.55,,5/14/2019 19:30,29.64436111,-81.62594444,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/305/attachments/305?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SRP,StJohns,5/14/2019,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,,,0.59,,0.34,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.34;  Saxitoxin/Paralytic Shellfish Toxins: 1.1,,5/14/2019 18:47,29.80169,-81.55453,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/304/attachments/304?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJR at CM 6 PUTNAM CO,Putnam,5/14/2019,DEP_NE_ROC,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.27,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.27 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.);  Saxitoxin: not detected,green algae particles in water column,5/14/2019 15:55,29.64231001,-81.60168241,0.1,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/300/attachments/296?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJR at WELAKA BT RMP,Putnam,5/14/2019,DEP_NE_ROC,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,1.1,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 1.1;  Saxitoxin: not detected,green algae in water column,5/14/2019 14:05,29.47870222,-81.67509794,0.1,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/301/attachments/298?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
BUZZARD ISLAND,Putnam,5/13/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.89,,0.36,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.36;  Saxitoxin/Paralytic Shellfish Toxins: 0.42,,5/13/2019 17:13,29.60377778,-81.60538611,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/303/attachments/303?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SALT RUN MOUTH,Marion,5/8/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,,,0.15,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.15;  Saxitoxin/Paralytic Shellfish Toxins: 0.07,,5/8/2019 18:10,29.324486,-81.68065,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/288/attachments/295?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SALT RUN INSIDE,Marion,5/8/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,,,,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: not detected;  Saxitoxin: not detected,,5/8/2019 17:43,29.323881,-81.682731,0.3,
PALATKA BRIDGE,Putnam,5/8/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.2,,0.29,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.29;  Saxitoxin/Paralytic Shellfish Toxins: 0.41,,5/8/2019 13:40,29.646286,-81.622672,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/286/attachments/293?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
POWERPLANT @ SJR,Putnam,5/8/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.27,,0.31,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.31;  Saxitoxin/Paralytic Shellfish Toxins: 0.48,,5/8/2019 13:14,29.708972,-81.623961,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/285/attachments/294?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
RIVERDALE,StJohns,5/2/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.42,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.42;  Saxitoxin/Paralytic Shellfish Toxins: 1.2,,5/2/2019 14:57,29.80481111,-81.55306389,0.3,
CM13,Putnam,5/1/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.19,,0.29,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.29;  Saxitoxin/Paralytic Shellfish Toxins: 0.40,,5/1/2019 15:53,29.59646,-81.60803,0.3,
BUZZARD 2,Putnam,5/1/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.16,,0.28,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.28;  Saxitoxin/Paralytic Shellfish Toxins: 0.4,,5/1/2019 15:47,29.60509,-81.5999,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/260/attachments/233?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
POWERPLANT @ SJR,Putnam,5/1/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.29,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.29;  Saxitoxin/Paralytic Shellfish Toxins: 0.36,,5/1/2019 15:20,29.70897222,-81.62396111,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/261/attachments/234?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Ortega River at Marina,Duval,4/29/2019,DEP_NE_ROC,No,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin: not detected,"not visible, not much brown particulate in water, oxygen 107%",4/29/2019 18:55,30.27599857,-81.71672168,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/241/attachments/207?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Weir,Marion,4/29/2019,DEP_CEN_ROC,No,Co-dominant taxa were: Microcystis aeruginosa and Cylindrospermopsis raciborskii,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin: not detected,"Previous orange/brown bloom has mostly receded. Highest concentration found near boat ramp on West side of Lake.  Easterly winds.  Rain events between 4/17 to 4/23 total about 5""",4/29/2019 16:15,29.01652,-81.96345,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/240/attachments/204?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
BB22,Putnam,4/29/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.35,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.35;  Saxitoxin/Paralytic Shellfish Toxins: 0.50,,4/29/2019 16:00,29.59602778,-81.67841667,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/251/attachments/220?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
DNC,Putnam,4/29/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.32,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.32;  Saxitoxin/Paralytic Shellfish Toxins: 0.50,,4/29/2019 15:36,29.56305556,-81.6258333,0.3,
BUZZARD ISLAND,Putnam,4/29/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.29,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.29;  Saxitoxin/Paralytic Shellfish Toxins: 0.55,,4/29/2019 15:25,29.60377778,-81.60538611,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/249/attachments/219?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJRHBP,StJohns,4/29/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin/Paralytic Shellfish Toxins: not detected,,4/29/2019 14:54,30.06591667,-81.68702778,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/256/attachments/224?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
FISH CREEK,Putnam,4/29/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.37,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.37;  Saxitoxin/Paralytic Shellfish Toxins: 0.45,,4/29/2019 14:45,29.70872222,-81.59940833,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/248/attachments/218?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJR at Shand's Bridge,StJohns,4/29/2019,SJRWMD,Yes,Dominant taxon: Planctonema lauterbornii,,,,,0.08,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.08;  Saxitoxin/Paralytic Shellfish Toxins: 0.12,,4/29/2019 14:22,29.98127778,-81.62163889,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/255/attachments/223?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
FEDERAL POINT,Putnam,4/29/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.17,J (J qualifier indicates an estimated value),0.37,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.37;  Saxitoxin/Paralytic Shellfish Toxins: 0.60,,4/29/2019 14:07,29.77875,-81.54571111,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/247/attachments/216?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJWSIL,StJohns,4/29/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,,,0.15,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.15;  Saxitoxin/Paralytic Shellfish Toxins: 0.85,,4/29/2019 14:02,29.89413889,-81.59391667,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/254/attachments/222?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJP,Putnam,4/29/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.36,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.36;  Saxitoxin/Paralytic Shellfish Toxins: 0.53,,4/29/2019 13:40,29.64436111,-81.62594444,0.3,
SRP,StJohns,4/29/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.43,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.43;  Saxitoxin/Paralytic Shellfish Toxins: 0.78,,4/29/2019 13:19,29.80169,-81.55453,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/253/attachments/221?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
KNIGHT'S LANDING,Clay,4/28/2019,SJRWMD,Yes,mixed algae; no dominant species in sample,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin/Paralytic Shellfish Toxins: 0.06,,4/29/2019 11:26,30.04069444,-81.70711111,0.3,
Lake Dora,Lake,4/25/2019,DEP_CEN_ROC,Yes,Dominant taxon: Oedogonium sp.,,,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected;  Saxitoxin: not detected,"Filamentous, periphytic algae on submerged vegetation leaf blades.  No typical HAB bloom observed.",4/25/2019 14:40,28.8003,-81.7278,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/234/attachments/192?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SRP,StJohns,4/24/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.29,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.29;  Saxitoxin/Paralytic Shellfish Toxins: 0.7,,4/24/2019 19:06,29.80169,-81.55453,0.3,
SJRCC,Putnam,4/24/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.36,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.36;  Saxitoxin/Paralytic Shellfish Toxins: 0.4,,4/24/2019 18:49,29.70008333,-81.63669444,0.3,
SJP,Putnam,4/24/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.15,,0.29,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.29;  Saxitoxin/Paralytic Shellfish Toxins: 0.5,,4/24/2019 18:40,29.64436111,-81.62594444,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/228/attachments/185?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
POWERLINES,Putnam,4/24/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.19,,0.27,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.27;  Saxitoxin/Paralytic Shellfish Toxins: 0.6,,4/24/2019 18:21,29.62858333,-81.59369444,0.3,
CM15,Putnam,4/24/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,0.21,,0.43,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.43;  Saxitoxin/Paralytic Shellfish Toxins: 0.6,,4/24/2019 18:14,29.59122222,-81.622,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/225/attachments/183?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
WELAKA,Putnam,4/24/2019,SJRWMD,Yes,Dominant taxon: Aphanizomenon flos-aquae,,,,,0.26,,,analyzed,,,,,Anatoxin-a: not analyzed; Cylindrospermopsin: 0.26;  Saxitoxin/Paralytic Shellfish Toxins: 0.6,,4/24/2019 17:47,29.48922222,-81.68169444,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/223/attachments/181?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
