"location","datetime","date","latitude","longitude","county","visitor","algaeobserved","sampledepth","algalid","cyanobacteriadominant","toxinpresent","mcvalue","mcqualifier","cylvalue","cylqualifier","anavalue","anaqualifier","saxvalue","saxqualifier","nodvalue","nodqualifier","othertoxins","comments","picurl"
"Lake George-Salt Springs, at mouth",2020-04-07 17:50:00,2020-04-07,29.32434,-81.67882,"Volusia","SJRWMD","Yes",0.3,"Dominant taxon: Planktolyngbya limnetica",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/881/attachments/1129?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake George-Silver Glen, at mouth",2020-04-07 16:40:00,2020-04-07,29.24732,-81.6298,"Volusia","SJRWMD","Yes",0.3,"Co-dominant taxa were: Planktolyngbya limnetica and Dolichospermum circinale",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/880/attachments/1128?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake George-Southwest",2020-04-07 16:20:00,2020-04-07,29.24053,-81.60091,"Volusia","SJRWMD","Yes",0.3,"Dominant taxon: Planktolyngbya limnetica",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/879/attachments/1127?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake George-South",2020-04-07 16:15:00,2020-04-07,29.237,-81.5801,"Volusia","SJRWMD","Yes",0.3,"Dominant taxon: Planktolyngbya limnetica",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/878/attachments/1126?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake George-Center (LEO)",2020-04-07 15:40:00,2020-04-07,29.3095,-81.6069722222222,"Volusia","SJRWMD","Yes",0.3,"Dominant taxon: Planktolyngbya limnetica",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/876/attachments/1124?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake George-North",2020-04-07 15:25:00,2020-04-07,29.3403833333333,-81.6161638888889,"Putnam","SJRWMD","Yes",0.3,"Dominant taxon: Planktolyngbya limnetica",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/875/attachments/1123?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"SJR at Channel Marker 12",2020-04-07 14:05:00,2020-04-07,29.6089527777778,-81.5979055555556,"Putnam","SJRWMD","Yes",0.3,"Dominant taxon: Dolichospermum circinale",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/874/attachments/1122?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"SJR at Palatka City Dock",2020-04-07 13:35:00,2020-04-07,29.6436444444444,-81.6307666666667,"Putnam","SJRWMD","Yes",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/873/attachments/1121?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake George-East",2020-04-07 04:00:00,2020-04-06,29.31256,-81.58378,"Volusia","SJRWMD","Yes",0.3,"Dominant taxon: Planktolyngbya limnetica",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/877/attachments/1125?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Bull Creek-at Dead Lake, near mouth",2020-04-02 14:37:00,2020-04-02,29.424315,-81.436153,"Flagler","SJRWMD","Yes",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/869/attachments/1115?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"SJR at Welaka Springs",2020-03-31 16:00:00,2020-03-31,29.494539,-81.673247,"Putnam","SJRWMD","Yes",0.3,"Dominant taxon: Dolichospermum circinale",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,
"SJR at Hog Island",2020-03-31 15:00:00,2020-03-31,29.3780138888889,-81.6609222222222,"Putnam","SJRWMD","No",0.3,"Dominant taxon: Dolichospermum circinale",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,
"Stick Marsh-Boat Ramp (L20202334)",2020-03-24 13:08:00,2020-03-24,27.8231666666667,-80.7091666666667,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/865/attachments/1113?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"SJR at Welaka Boat Ramp",2020-03-23 16:20:00,2020-03-23,29.4786111111111,-81.6786472222222,"Putnam","SJRWMD","Yes",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/864/attachments/1110?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"SJR at Shell Harbor CM40A",2020-03-23 16:00:00,2020-03-23,29.5134722222222,-81.6786472222222,"Putnam","SJRWMD","Yes",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/863/attachments/1109?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Minneola-Center (L20202357)",2020-03-19 14:05:00,2020-03-19,28.57488,-81.76885,"Lake","SJRWMD","Yes",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","Brown color to bloom.",
"Lake Harris-near Eldorado (L20202356)",2020-03-16 17:32:00,2020-03-16,28.79717,-81.82257,"Lake","SJRWMD","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Cylindrospermopsis raciborskii",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/859/attachments/1101?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Dora-Center (L20202355)",2020-03-12 17:40:00,2020-03-12,28.78863,-81.69846,"Lake","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis aeruginosa",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/858/attachments/1099?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Minneola near beach",2020-03-12 15:31:00,2020-03-12,28.5622,-81.7601,"Lake","DEP_CEN_ROC","Yes",0.3,"Dominant taxon: Dolichospermum planctonicum",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/854/attachments/1090?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Fay Lake",2020-03-12 15:20:00,2020-03-12,28.46121,-80.834659,"Brevard","DEP_CEN_ROC","Yes",0.309,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","Fish kill occurring throughout lake.  ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/856/attachments/1095?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Minneola near center",2020-03-12 15:15:00,2020-03-12,28.5689,-81.7643,"Lake","DEP_CEN_ROC","Yes",0.3,"Dominant taxon: Dolichospermum planctonicum",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/853/attachments/1088?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Harris-Center (HAR)",2020-03-11 13:21:00,2020-03-11,28.779784,-81.805441,"Lake","SJRWMD","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Cylindrospermopsis raciborskii",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/855/attachments/1093?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Arnold @ 70m from W shore",2020-03-10 14:15:00,2020-03-10,28.5305,-81.3425,"Orange","DEP_CEN_ROC","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Cylindrospermopsis raciborskii",,"Yes",0.74,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,
"Lake Jennie Jewel",2020-03-09 13:50:00,2020-03-09,28.497492,-81.373288,"Orange","County","Yes",0.3,"Dominant taxon: Microcystis aeruginosa",,"Yes",8.5,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/848/attachments/1083?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Anderson",2020-03-09 13:05:00,2020-03-09,28.5005,-81.3378,"Orange","County","Yes",0.3,"Dominant taxon: Microcystis aeruginosa",,"Yes",4.7,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/847/attachments/1081?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Arnold",2020-03-03 15:16:00,2020-03-03,28.5305,-81.3425,"Orange","DEP_CEN_ROC","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Cylindrospermopsis raciborskii",,"Yes",1.8,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","Still fully suspended in the water column",
"Ocklawaha River--Moss Bluff (MBU)",2020-03-03 14:26:00,2020-03-03,29.0793194444444,-81.8819444444444,"Marion","SJRWMD","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Coelosphaerium dubium",,"Yes",2.1,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,
"Lake Jennie Jewel at West of Canal Connection to East Lobe",2020-02-26 16:04:04.613,2020-02-26,28.497492,-81.373288,"Orange","DEP_CEN_ROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa",,"Yes",2.4,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,
"Lake Arnold ",2020-02-25 13:56:00,2020-02-25,28.5305,-81.3425,"Orange","DEP_CEN_ROC","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Cylindrospermopsis raciborskii",,"Yes",1.6,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/835/attachments/1068?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Fellsmere Water Management Area",2020-02-24 13:47:00,2020-02-24,27.7956694444444,-80.7045388888889,"IndianRiver","SJRWMD","Yes",0.3,"Co-dominant taxa were: Microcystis aeruginosa and Microcystis sp.",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/837/attachments/1072?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Minneola @ 100 m W of West Beach Park",2020-02-20 17:05:00,2020-02-20,28.559674,-81.773788,"Lake","DEP_CEN_ROC","Yes",0.3,"Dominant taxon: Dolichospermum planctonicum",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","Highly concentrated in southwest portion of lake.","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/832/attachments/1061?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Minneola @ Central East Shore",2020-02-20 16:38:00,2020-02-20,28.5777112,-81.7541458,"Lake","DEP_CEN_ROC","Yes",0.302,"Dominant taxon: Dolichospermum planctonicum",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","Not as highly concentrated as seen on previous collection. ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/833/attachments/1063?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Tarpon Lane",2020-02-20 16:03:00,2020-02-20,27.6357063828127,-80.3764786272635,"IndianRiver","DEP_SE_ROC","Yes",0.3,"mixed algae; no dominant species in sample",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/834/attachments/1065?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Anderson @ NW side of Lake Near outfall",2020-02-18 03:45:00,2020-02-17,28.50045,-81.337824,"Orange","County","Yes",0.5,"Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii",,"Yes",34,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/827/attachments/1053?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"HAB Spoonbill Pond Off Boardwalk",2020-02-17 19:05:00,2020-02-17,30.50734,-81.45731,"Duval","DEP_NE_ROC","No",0.05,"Dominant taxon: Chlamydomonas sp.",,"No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected","Algae bloom no present, some pollen present though. A small patch of filamentous algae found near boardwalk.","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/825/attachments/1049?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Jennie Jewel at West of Canal Connection to East Lobe",2020-02-17 16:19:00,2020-02-17,28.49749,-81.373288,"Orange","County","Yes",0.5,"Co-dominant taxa were: Microcystis sp. and Microcystis wesenbergii",,"Yes",150,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/826/attachments/1052?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
